Step,Train Loss,Train Accuracy,Test Loss,Test Accuracy
820,0.6676006451042631,82.25,0.6668552436764205,82.0
830,0.6660489433876725,82.125,0.6652252107356321,82.0
840,0.6644108740176533,81.875,0.6635044653576716,82.5
850,0.6626826700484988,81.75,0.6616891001439916,83.0
860,0.660860509101484,81.5,0.6597751355069598,83.0
870,0.6589405406769157,81.625,0.6577585643011428,83.0
880,0.6569189461345996,81.375,0.6556354295547,82.5
890,0.6547919578833483,81.375,0.6534018321101013,82.5
900,0.6525558183046921,81.375,0.6510540391002678,82.5
910,0.6502068318554207,81.625,0.6485881774445669,82.5
920,0.6477414693571714,81.75,0.6460006949049941,82.5
930,0.6451563354646018,81.75,0.6432881185984876,82.5
940,0.6424481877628321,81.875,0.6404471508509368,82.5
950,0.6396140334549166,82.0,0.6374748599076222,83.0
960,0.6366511329336457,82.0,0.6343686441431875,83.0
970,0.6335570580501964,81.5,0.6311260766542651,83.0
980,0.6303296903255392,81.625,0.6277451387992634,83.0
990,0.62696726947873,81.75,0.6242241315637364,82.5
1000,0.6234685634239105,81.75,0.6205621494940396,82.0
1010,0.619832744310238,81.75,0.6167585994888972,82.0
1020,0.6160594712249586,81.75,0.6128132457900789,82.0
1030,0.6121489864203093,81.75,0.6087267482696341,82.0
1040,0.6081021487691265,81.875,0.6045000870361054,82.0
1050,0.6039204203628954,82.125,0.6001352157797075,82.0
1060,0.5996059700798382,82.25,0.595635083517176,82.0
1070,0.5951615387494673,82.125,0.5910029247320762,82.0
1080,0.5905905608062851,82.125,0.586242786140505,82.0
1090,0.5858971376593286,82.25,0.5813591512528566,82.0
1100,0.5810861598713505,82.25,0.5763575180974566,82.0
1110,0.5761632230526927,82.25,0.5712443787099236,82.0
1120,0.5711344999268257,82.25,0.5660266262832769,82.0
1130,0.5660067494027653,82.25,0.5607121758592831,82.0
1140,0.5607878844858992,82.375,0.5553089318600478,82.0
1150,0.5554859455545365,82.375,0.5498254786491108,82.0
1160,0.5501095688603455,82.375,0.5442714214425598,82.0
1170,0.5446677273705961,82.375,0.5386565955033649,82.0
1180,0.5391695598404683,82.375,0.5329916859101135,82.0
1190,0.5336245809444888,82.375,0.5272859971098278,82.0
1200,0.5280424003530924,82.375,0.5215494551772525,82.0
1210,0.5224331334591062,82.5,0.5157926390177503,82.0
1220,0.516806945783453,82.5,0.5100264726487107,82.5
1230,0.5111740703844849,82.5,0.5042612126748366,82.5
1240,0.5055443154970977,82.5,0.4985075269364668,82.5
1250,0.4999273336169776,82.5,0.4927759673553055,83.0
1260,0.4943330988100719,82.875,0.48707698159492435,83.0
1270,0.48877159185234625,82.875,0.4814201477788042,83.0
1280,0.4832514956407198,83.0,0.47581542436480434,83.0
1290,0.47778060356006974,83.0,0.47027000994380147,83.0
1300,0.47236756044162465,83.25,0.46479133798169164,83.0
1310,0.46701972106795525,83.375,0.45938863680807457,83.0
1320,0.46174389536350957,83.375,0.45406738865734847,83.0
1330,0.4565468565360571,83.375,0.44883206696248945,83.0
1340,0.4514335925319355,83.375,0.44368866531996476,83.0
1350,0.44640864110240924,83.375,0.43864107485788195,83.0
1360,0.44147658560281156,83.375,0.4336941196680884,83.0
1370,0.4366425756413802,83.5,0.42885169033021575,83.0
1380,0.431909382940852,83.5,0.4241171569017702,83.0
1390,0.4272787384602351,83.5,0.41949162010178026,83.0
1400,0.4227522192857747,83.5,0.4149764234511897,83.0
1410,0.4183308036945582,83.625,0.4105722840183835,83.0
1420,0.4140159514476096,83.625,0.40627958287877797,83.0
1430,0.4098078889003455,83.75,0.4020989097151406,83.0
1440,0.4057089565476183,83.75,0.398033072300888,83.0
1450,0.40171781889131497,83.75,0.39407866299204514,83.0
1460,0.39783372398085404,83.75,0.39023658778454107,83.0
1470,0.39405559121750644,84.0,0.38650940539139556,83.0
1480,0.39038188604551954,84.0,0.382891476734371,83.0
1490,0.38681279475168195,84.125,0.3793822055270884,83.0
1499,0.38368940564650844,84.125,0.37631556380691167,83.0
