Step,Train Loss,Train Accuracy,Test Loss,Test Accuracy
820,0.670924923637449,82.72500000000001,0.6709146383330152,81.8
830,0.6696166439600348,82.825,0.6695611541514963,82.0
840,0.6682364709720855,83.2,0.6681329459154394,82.69999999999999
850,0.6667811999037155,83.2,0.6666265870502948,82.89999999999999
860,0.6652474358582264,83.325,0.6650385633485066,82.8
870,0.6636317599831314,83.325,0.66336530783485,83.0
880,0.6619306859522255,83.025,0.6616030778991592,82.89999999999999
890,0.6601406650161334,83.05,0.659748137819334,83.1
900,0.6582581726762621,83.2,0.6577968502381113,83.0
910,0.6562796208681352,83.25,0.6557454343495709,82.89999999999999
920,0.6542014141202124,83.2,0.6535901924107078,83.0
930,0.6520200223527888,83.275,0.6513273171751298,83.0
940,0.6497319692779643,83.42500000000001,0.6489531543867629,82.8
950,0.6473337469983296,83.3,0.6464640933997081,83.1
960,0.644822028278518,83.3,0.6438566429723094,83.1
970,0.6421936028644767,83.2,0.6411273470108485,83.1
980,0.6394455190040076,83.2,0.6382731095307096,83.2
990,0.6365749484203711,83.3,0.6352909551897246,83.1
1000,0.6335793727376379,83.22500000000001,0.6321781860864252,83.3
